time,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
1.930000,0.440254946584,-0.774596017257,-0.0955378743575,0.855121328255,0.0459578203201,1.2329887668,0.0496727506396
1.940000,0.441217797799,-0.776465694104,-0.096225955895,0.855943863588,0.0461140923977,1.23310608346,0.0489663525366
1.950000,0.442336120669,-0.778137324959,-0.0968682411221,0.856554605123,0.0461695586503,1.23354697946,0.0480925860411
1.960000,0.443757656167,-0.779688600377,-0.0974808720893,0.856985126754,0.0463624932612,1.23352394671,0.0476806692779
1.970000,0.444998687349,-0.78197150469,-0.0981221076703,0.857314478777,0.0466266121816,1.23369117413,0.0479664864025
1.980000,0.445958729939,-0.784313472654,-0.0987333485626,0.857672700284,0.046674144513,1.23372664449,0.0484667127454
1.990000,0.44674368612,-0.785993388439,-0.0992659356817,0.858001058876,0.0465197934833,1.23351175457,0.0490735821438
2.000000,0.447632212548,-0.78770744431,-0.0996679536085,0.858465551833,0.0465307731135,1.23297987751,0.0497809155936
2.010000,0.448422026288,-0.789489293841,-0.100233359202,0.858894554912,0.0467988630322,1.23238168808,0.0504592068679
2.020000,0.448400286947,-0.791133098052,-0.100841770953,0.859434856828,0.0471924278558,1.2322367151,0.0510580409972
2.030000,0.448442275341,-0.79294846824,-0.101478671986,0.860204574716,0.0470785568937,1.23233828765,0.051527430387
2.040000,0.448834108602,-0.794704047761,-0.10187414181,0.860464618992,0.0468765281299,1.23209239098,0.0521572778923
2.050000,0.449094129714,-0.796592219722,-0.102306377563,0.860507662744,0.0467500194986,1.23156941094,0.0527252483215
2.060000,0.449247353889,-0.798685753864,-0.103075335482,0.860785158098,0.0468354366058,1.23142142887,0.0531126558117
2.070000,0.449437198296,-0.800300736419,-0.103543277681,0.860894533375,0.0473370026533,1.23141665008,0.0533975339981
2.080000,0.449446079349,-0.801454392308,-0.103549162972,0.860828216202,0.0476695380172,1.23159922089,0.0538149865776
2.090000,0.449372019526,-0.802871421727,-0.103799450825,0.860687783084,0.0474831281526,1.23246023765,0.0544112215327
2.100000,0.448955854598,-0.804574506086,-0.104588014199,0.860413121251,0.0473832146548,1.23275703211,0.0551089630462
2.110000,0.448808344065,-0.806116242479,-0.105034182302,0.86019325497,0.0476688973146,1.23238872551,0.0555718845369
2.120000,0.448196185289,-0.807395256767,-0.105276916997,0.859506797879,0.0480306474734,1.23236478594,0.0558536594463
2.130000,0.447561266198,-0.808353975598,-0.105596518307,0.858657225411,0.0482661300332,1.23242080002,0.0561571275996
2.140000,0.447314505162,-0.809175159497,-0.106041739895,0.858269593555,0.0486523296817,1.23244314372,0.0566446966894
2.150000,0.44671019533,-0.809841248402,-0.106541299319,0.857469244733,0.0489868430878,1.23228796458,0.0575715442393
2.160000,0.445707260607,-0.81120918496,-0.107192676119,0.855890625387,0.0491392149921,1.23233732639,0.0583149798168
2.170000,0.4446773218,-0.812908630482,-0.107558875629,0.854498956249,0.0490839747782,1.23228496654,0.0585642819178
2.180000,0.443361231289,-0.814013620953,-0.108002212627,0.853830367949,0.0490547362478,1.23220632208,0.0588652238627
2.190000,0.442562704544,-0.814934777274,-0.108728963798,0.853164032478,0.0492321494269,1.23197333072,0.0594754105866
2.200000,0.44197887812,-0.81601493904,-0.109430170194,0.852209058584,0.0490729689648,1.23179067658,0.0599309277567
2.210000,0.440832821244,-0.817145052474,-0.109924306378,0.851279468665,0.0485004385794,1.2317892964,0.0603054262323
2.220000,0.43978951947,-0.817961937913,-0.110338158266,0.850356950509,0.0485396353792,1.23179037075,0.0609103441568
2.230000,0.438998516034,-0.819335992377,-0.110853378104,0.849092783979,0.0491010927239,1.23176702319,0.0615704298245
2.240000,0.43774264857,-0.820583842397,-0.111268029297,0.847866745415,0.0496416720284,1.23189285982,0.0620486834346
2.250000,0.43632043004,-0.821662004275,-0.111450433093,0.846749402145,0.050076747931,1.231541512,0.0622944733586
2.260000,0.435334763862,-0.823096905817,-0.11180115344,0.845580424665,0.0505341885101,1.23114956546,0.0628105273724
2.270000,0.434490515285,-0.824431472145,-0.112285049484,0.84449933919,0.0509657140337,1.23129776671,0.0633635569351
2.280000,0.433700653042,-0.825830525154,-0.113121924359,0.843118309391,0.0513209617529,1.2314576616,0.0641336750715
2.290000,0.433215417087,-0.827302990766,-0.113902567205,0.8418231997,0.0512482956677,1.23125867491,0.0650165121434
2.300000,0.432966077551,-0.828798695079,-0.114494212047,0.840749468866,0.0510017411995,1.23082788173,0.0653278549318
2.310000,0.431800074875,-0.8305615098,-0.115104652691,0.839860677586,0.0509841817694,1.23088841952,0.0656286140481
2.320000,0.430485551362,-0.832459159357,-0.115690812299,0.83845705473,0.0508277079953,1.23105255112,0.0657954118493
2.330000,0.429498188008,-0.83367532341,-0.116097838716,0.83705210046,0.0505801906622,1.23125706067,0.0659463512898
2.340000,0.428693295625,-0.834989481062,-0.116373205492,0.835798371913,0.0504581016371,1.23164576297,0.0667712470832
2.350000,0.428002229534,-0.836777727474,-0.117015985189,0.834671242372,0.0504930076168,1.23203895628,0.0673854486212
2.360000,0.427172283244,-0.838532890186,-0.117584997177,0.833324849389,0.051077730121,1.23210827412,0.0676415364487
2.370000,0.426342989431,-0.840304079788,-0.117983402981,0.83165961405,0.0515983373511,1.23190903713,0.0680157806007
2.380000,0.425721930218,-0.8421753772,-0.118380719244,0.830357345924,0.0517225558967,1.2319982708,0.0686707714581
2.390000,0.425082197147,-0.844121932344,-0.118875221646,0.829507151766,0.0519787770331,1.23253233426,0.0692412441209
2.400000,0.424510555108,-0.846396646164,-0.119376180264,0.828763814928,0.0522288116324,1.232477066,0.0692573801697
2.410000,0.424069082979,-0.848645580066,-0.119652673956,0.827875868475,0.0519536770369,1.2326728553,0.0696465591024
2.420000,0.423258497768,-0.850778840168,-0.119860870686,0.826947659356,0.0516136665001,1.23361272832,0.0705072142419
2.430000,0.422582459309,-0.852865538674,-0.120048599841,0.825851373462,0.0516787732208,1.23373845722,0.070938041673
2.440000,0.422290986,-0.854673962897,-0.120448828659,0.82522383165,0.0520155834895,1.23344548223,0.0709799329039
2.450000,0.421992028549,-0.857058112258,-0.12123465466,0.824753860551,0.0523618659636,1.23346378332,0.0713508890982
2.460000,0.421462566362,-0.859793795354,-0.121924685974,0.824064907574,0.052679450645,1.23355162078,0.0720983981534
2.470000,0.420918767236,-0.862139618817,-0.122083807899,0.823502240026,0.0531372838074,1.23443528493,0.0729345846463
2.480000,0.420287043863,-0.864273835167,-0.122388513274,0.822722345837,0.0532515879353,1.23605618595,0.0735748825689
2.490000,0.419614858658,-0.866933984582,-0.123170303271,0.821641006684,0.053195889594,1.23724630482,0.0739027264537
2.500000,0.419295761917,-0.869773684701,-0.124242186437,0.820786796768,0.0533422732274,1.23856207161,0.0742552324285
2.510000,0.418895478024,-0.872372743562,-0.124826038586,0.820303575463,0.0534813503065,1.23997815955,0.0745041465369
2.520000,0.418733084401,-0.875123755804,-0.124670249898,0.819936767782,0.0534169337986,1.24156390443,0.0744416238815
2.530000,0.418538854503,-0.877743509404,-0.124889859804,0.819330017674,0.0535472057363,1.24271425267,0.074685346583
2.540000,0.417825287943,-0.880368633063,-0.125454115728,0.818855543578,0.0539046795957,1.24347126843,0.0754359210339
2.550000,0.417227301819,-0.883109706802,-0.126033857607,0.818375190143,0.0539137817064,1.24474472377,0.0760528329015
2.560000,0.417012883745,-0.885525751366,-0.126596200571,0.817580948892,0.0541497576934,1.24640327059,0.0764858023299
2.570000,0.416469096154,-0.888067604336,-0.127078285471,0.816986348338,0.0548795598938,1.24786556334,0.0769172972219
2.580000,0.415414422475,-0.890722099386,-0.127341548201,0.816607713005,0.0553076783611,1.24968852298,0.0775359432459
2.590000,0.414677554006,-0.893026459267,-0.12762194902,0.815806749647,0.0553175699332,1.25198305773,0.078274716828
2.600000,0.414236953438,-0.895286989012,-0.127899521849,0.81491595411,0.0555622179786,1.25348053907,0.0784979568623
2.610000,0.413744171075,-0.897587938184,-0.127974322544,0.814336378331,0.0558818254545,1.25513574474,0.0782409262246
2.620000,0.413381130904,-0.900050452873,-0.128140368149,0.813642566838,0.0561078914008,1.25701307538,0.0782601625833
2.630000,0.412665319249,-0.902366296104,-0.128614938549,0.812742816957,0.0562397635834,1.25824510886,0.0789908804979
2.640000,0.411954997766,-0.904812959848,-0.129168199706,0.811950936269,0.0563555583542,1.25962288681,0.0796158500655
2.650000,0.411551766567,-0.907242906526,-0.129920059497,0.811346377017,0.0567797154915,1.26126553615,0.0797259939506
2.660000,0.411015702507,-0.909376881837,-0.130688153374,0.810941623746,0.0572984684135,1.26292294063,0.0799553533932
2.670000,0.410386309589,-0.911509661826,-0.131038480587,0.810444390175,0.057615388231,1.26456721183,0.0805567044939
2.680000,0.409740950514,-0.913837273662,-0.131121318783,0.809638298329,0.0576539992364,1.26649535136,0.0811919370575
2.690000,0.409372672409,-0.916077109238,-0.131262134927,0.808840911563,0.0575642847393,1.26837211192,0.0814864556918
2.700000,0.40919704767,-0.918110228043,-0.131643969283,0.808131238451,0.0577904600889,1.2693388887,0.081721215935
2.710000,0.408699646,-0.920255299921,-0.131974828349,0.807605107812,0.058014579411,1.2701054083,0.0818261979588
2.720000,0.408295748135,-0.922203717692,-0.132812127887,0.807390949978,0.0581225225698,1.27136708178,0.0822243934778
2.730000,0.4083760031,-0.923836981346,-0.133689936435,0.807076330629,0.0583526963759,1.27264096212,0.0827610959061
2.740000,0.408277379722,-0.925946774006,-0.133644099039,0.806462760901,0.0585563933969,1.27342555802,0.0826707826799
2.750000,0.407460531563,-0.928580165761,-0.133590668454,0.806109752472,0.0589637993524,1.27417312862,0.0825807182864
2.760000,0.406790731448,-0.931003462525,-0.134132033791,0.806283725597,0.0594773589577,1.27526525055,0.082884827462
2.770000,0.406548934158,-0.933425463099,-0.134690183315,0.806250954964,0.0597002578909,1.27604654717,0.0831959608933
2.780000,0.405977400619,-0.935867460356,-0.135024965365,0.806010557755,0.059890400527,1.27644953436,0.0834843014902
2.790000,0.405514600361,-0.938152736577,-0.135560350031,0.806059070836,0.0604914456747,1.27672707682,0.0838953349725
2.800000,0.405314897936,-0.940596698795,-0.136472327389,0.806401808677,0.0612816881939,1.27694090261,0.0840154376105
2.810000,0.405004385153,-0.94256437283,-0.137605512189,0.806575630541,0.0618142421187,1.27693795504,0.0838204007919
2.820000,0.404583982415,-0.944186435372,-0.138359672243,0.806415919687,0.0619134115976,1.27676481707,0.0834585018976
2.830000,0.403996500899,-0.946213292758,-0.138688584737,0.806553770273,0.0621212253238,1.27628292512,0.0826877501802
2.840000,0.403424646936,-0.948432279633,-0.139214060793,0.806990100717,0.0625179585931,1.27561128579,0.0820771044216
2.850000,0.403109527727,-0.950576244544,-0.139852503795,0.807248105673,0.0629240034164,1.27466471694,0.0821619501071
2.860000,0.402258361954,-0.952513136844,-0.140556125497,0.807282010403,0.063231500673,1.27374858422,0.0823729616688
2.870000,0.401372188652,-0.95444458518,-0.141312862499,0.807597685525,0.0635246957255,1.27311947643,0.0824488411242
2.880000,0.400994497627,-0.956555497048,-0.14163773416,0.808138734558,0.0638408875062,1.27203408911,0.0829185297877
2.890000,0.400444321448,-0.958690638491,-0.142226787445,0.808642976768,0.0639468774552,1.27115910963,0.0834281868782
2.900000,0.39936238718,-0.96071200922,-0.143169703496,0.809537074467,0.0640461805178,1.27023550449,0.0835154997122
2.910000,0.398334210715,-0.962923444573,-0.143696230653,0.810303168386,0.0643347939777,1.26894564476,0.0833415423689
2.920000,0.397450919906,-0.965078726368,-0.144292716339,0.810334482369,0.0645608311339,1.26782052484,0.0824917552627
2.930000,0.396236135816,-0.966721218735,-0.145291105089,0.810529201374,0.0646385243602,1.26645510233,0.0814623350907
2.940000,0.395107112104,-0.968335934011,-0.146305418258,0.811401833319,0.0650261930773,1.2652039769,0.0813192987291
2.950000,0.394065178428,-0.97008727358,-0.146951153636,0.812431002833,0.0652630262195,1.26413396011,0.0818661507238
2.960000,0.392988548585,-0.97172098104,-0.147438027852,0.812704769271,0.0651498598005,1.26308395512,0.0826359178184
2.970000,0.391851488069,-0.973621519798,-0.148333602654,0.81241659282,0.0654202295612,1.26175870571,0.0830464105494
2.980000,0.390474851485,-0.975585776996,-0.149165282129,0.812767729645,0.0659189801865,1.26029168985,0.0831055431573
2.990000,0.389271695911,-0.976866694708,-0.149588218264,0.813598749439,0.0661339681703,1.25930407159,0.083546007015
3.000000,0.388181297033,-0.978147151989,-0.150158202762,0.813841971882,0.066383990651,1.25881128851,0.0840473043122
3.010000,0.386979901827,-0.980160214328,-0.151065642431,0.813837243865,0.0669796458221,1.25819972892,0.0842074716018
3.020000,0.3857557047,-0.981862620438,-0.151784029301,0.814217584975,0.0671255748418,1.25704499668,0.0845547964605
3.030000,0.384452611169,-0.9828987803,-0.152376363304,0.814815950634,0.066897900078,1.25606542094,0.0851898541569
3.040000,0.383032704109,-0.984286444992,-0.153073380929,0.815155731972,0.0670715037269,1.25515212552,0.085694834962
3.050000,0.381580621269,-0.986035258107,-0.153688152561,0.815325751435,0.0673705094986,1.25406643503,0.085848002517
3.060000,0.380105841427,-0.987669089426,-0.154272264008,0.815812421318,0.0676431249268,1.25380054586,0.0861870405057
3.070000,0.378549245959,-0.989141760163,-0.155139030456,0.816309650171,0.0679450926906,1.25373032814,0.0866463206504
3.080000,0.376958124635,-0.990039943857,-0.156219661101,0.816624179671,0.0681264737947,1.25259831533,0.087088618463
3.090000,0.375556918215,-0.990919612868,-0.157382877875,0.816895313439,0.0682346291064,1.25192314019,0.0876326993056
3.100000,0.374157484557,-0.992451298325,-0.158576772676,0.81762215035,0.0683013946346,1.25190938673,0.0880974460609
3.110000,0.37248143652,-0.993824787533,-0.159649338521,0.818620239717,0.0684952282361,1.25134758276,0.088276621076
